ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
CHI Saint Joseph Health Partners,A4638,2020,KY,2.27,2647,2375,64,191,48,221,788,548,264,247,2,10,611,185,8949,2848,3699,4540699,0.73,61,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.11,82.51,66.73,61.43,47.18,66.67,66.67,76.69,6.35,18.51,73.67,21267,211.0,121,43,381,43,121,19503
"Mass General Brigham ACO, LLC",A4641,2021,,1.35,3613,3194,84,252,112,348,752,736,282,262,3,10,651,218,10611,3130,5140,0,75.00,63,80.86,,,,,,,,,,,,,,,91.37,88.24,79.07,84.13,88.89,92.37,7.79,10.04,72.08,131430,2303.0,1378,1871,1991,1871,1378,117088
"Mass General Brigham ACO, LLC",A4641,2020,"MA, NH",4.4799999999999995,3453,3036,73,243,134,325,734,775,280,259,3,9,594,213,9360,2963,4632,64296497,0.73,59,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.06,74.9,81.01,69.23,64.66,83.58,84.87,88.28,0,14.34,68.42,126420,2068.0,1337,2138,6262,2138,1337,112241
"Mass General Brigham ACO, LLC",A4641,2022,,1.35,3613,3194,84,252,112,348,752,736,282,262,3,10,651,218,10611,3130,5140,0,75.00%,63,80.86,,,,,,,,,,,,,,,91.37,88.24,79.07,84.13,88.89,92.37,7.79,10.04,72.08,131430,2303.0,1378,1871,1991,1871,1378,117088
"Mercycare Accountable Care Organization, LLC",A4649,2021,,2.22,2424,2080,*,320,18,297,610,259,244,223,*,18,680,179,9263,3063,3600,2168428,75.00,52,82.80,,,,,,,,,,,,,,,85.93,100,35.74,70.65,78.63,73.53,15.22,7.57,78.46,9363,73.0,*,40,45,40,*,8947
"Mercycare Accountable Care Organization, LLC",A4649,2020,IA,6.2,2070,1868,3,202,2,217,557,234,241,229,0,11,596,188,7924,2992,3019,4971894,0.5,44,99.38,^,^,^,^,^,^,^,^,^,^,~,~,1.5,91.97,87.9,100,70.16,78.31,79.15,84.75,3.23,9.02,80.65,9165,49.0,29,38,226,38,29,8759
"Mercycare Accountable Care Organization, LLC",A4649,2022,,2.22,2424,2080,*,320,18,297,610,259,244,223,*,18,680,179,9263,3063,3600,2168428,75.00%,52,82.80,,,,,,,,,,,,,,,85.93,100,35.74,70.65,78.63,73.53,15.22,7.57,78.46,9363,73.0,*,40,45,40,*,8947
Mission Health Coordinated Care,A4650,2022,,0.41,4039,3636,*,327,71,469,1914,781,319,296,*,16,658,261,14998,5906,6974,0,50.00%,96,73.69,,,,,,,,,,,,,,,67.74,76.19,62.79,49.56,56.06,85.77,12.5,15.77,73.82,4872,161.0,146,162,*,162,146,4019
Mission Health Coordinated Care,A4650,2020,NJ,2.4699999999999998,3378,3101,50,195,71,397,1501,539,274,260,1,8,499,208,12417,5452,5795,0,0.49,81,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.89,77.61,51.93,90,50.19,43.36,51.69,81.47,0,24.86,79.02,5078,127.0,160,202,232,202,160,4134
Mission Health Coordinated Care,A4650,2021,,0.41,4039,3636,*,327,71,469,1914,781,319,296,*,16,658,261,14998,5906,6974,0,50.00,96,73.69,,,,,,,,,,,,,,,67.74,76.19,62.79,49.56,56.06,85.77,12.5,15.77,73.82,4872,161.0,146,162,*,162,146,4019
"CareConnectMD ACO, Inc.",A4651,2020,"NC, IN, GA, TX, MO, CA, KS, MA, CO, OH, SC, NV",-12.19,8418,7109,459,489,470,3848,11715,1303,882,817,11,21,1534,762,38057,8985,3664,0,0.4,750,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.02,99.66,87.41,100,98.13,43.09,51.19,85.34,55.56,25,90.31,19680,307.0,186,194,242,194,186,15425
"AdvantagePoint Health Alliance - Great Lakes, LLC",A4652,2022,,-1.80,3022,2798,*,186,43,141,713,372,227,214,*,9,690,124,7922,2263,1834,0,40.00%,47,74.22,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,9736,210.0,24,*,54,*,24,9383
"AdvantagePoint Health Alliance - Great Lakes, LLC",A4652,2021,,-1.80,3022,2798,*,186,43,141,713,372,227,214,*,9,690,124,7922,2263,1834,0,40.00,47,74.22,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,9736,210.0,24,*,54,*,24,9383
"AdvantagePoint Health Alliance - Great Lakes, LLC",A4652,2020,MI,-1.3599999999999999,2901,2664,31,210,28,230,726,468,219,207,0,9,609,114,6826,2200,1639,0,0.39,44,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.7,-,-,-,-,-,-,-,-,-,-,8835,174.0,21,7,158,7,21,8548
"AdvantagePoint Health Alliance - Blue Ridge, LLC",A4654,2020,"VA, NC",5.510000000000001,2620,2350,122,129,47,201,667,487,267,251,3,7,744,197,9053,2019,3685,4976517,0.39,52,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.08,-,-,-,-,-,-,-,-,-,-,9473,72.0,18,13,114,13,18,7426
"AdvantagePoint Health Alliance - Blue Ridge, LLC",A4654,2022,,2.64,2450,2175,85,170,30,157,609,427,217,203,2,8,685,163,10016,2509,4259,2712615,50.00%,42,73.00,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,10562,124.0,43,*,42,*,43,8773
"AdvantagePoint Health Alliance - Blue Ridge, LLC",A4654,2021,,2.64,2450,2175,85,170,30,157,609,427,217,203,2,8,685,163,10016,2509,4259,2712615,50.00,42,73.00,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,10562,124.0,43,*,42,*,43,8773
"AdvantagePoint Health Alliance - Laurel Highlands, LLC",A4657,2022,,1.56,2834,2405,103,348,33,267,535,482,263,237,3,20,590,173,9397,3063,3484,1156973,50.00%,52,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,7108,251.0,*,*,30,*,*,6873
"AdvantagePoint Health Alliance - Laurel Highlands, LLC",A4657,2020,PA,3.11,2907,2370,121,381,62,379,661,604,288,259,5,20,570,192,7970,2702,3036,0,0.39,59,97.66,^,^,^,^,^,^,^,^,^,^,~,~,0.99,88.69,65.5,75.61,55.28,61.75,74.09,74.6,3.85,16.55,72.22,7464,186.0,10,2,102,2,10,7263
"AdvantagePoint Health Alliance - Laurel Highlands, LLC",A4657,2021,,1.56,2834,2405,103,348,33,267,535,482,263,237,3,20,590,173,9397,3063,3484,1156973,50.00,52,70.63,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,7108,251.0,*,*,30,*,*,6873
"Care Better ACO, L.L.C.",A4659,2020,NJ,-0.03,3261,2912,57,216,109,274,1296,415,274,257,1,9,503,222,11841,5078,5569,0,0.39,76,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.99,58.75,68.39,78.05,41.37,61.44,54.84,80.54,11.11,16.84,71.73,12062,117.0,536,292,675,292,536,9883
"HC Health, LLC",A4664,2020,TX,5.27,2076,1677,79,320,3,304,254,390,168,148,2,16,402,80,9988,4986,4072,3629611,0.4,25,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.52,98.03,90.32,77.27,81.82,81.45,80.67,87.26,12.96,7.03,83.51,8093,34.0,11,122,191,122,11,7735
"SBMACO, LLC",A4665,2020,"AR, MO",-0.26,3235,2366,74,764,78,240,826,518,363,299,3,50,640,215,9800,3457,2831,0,0.4,63,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.25,88.04,83.58,63.16,57.25,72.73,84.01,77.99,20,13.7,70.21,8291,146.0,8,16,66,16,8,7964
National MSSP 2019,A4671,2021,,7.50,2903,2450,*,423,31,175,435,441,259,233,*,23,493,185,11166,5164,4067,7040941,50.00,39,83.61,,,,,,,,,,,,,,,85.23,92.86,86.93,80.25,75.71,86.52,11.11,13.41,72.06,8665,61.0,24,*,37,*,24,8227
PA MSSP IMG + PMSI,A4671,2020,PA,0.89,3270,2632,27,546,82,278,1077,409,310,278,1,27,537,223,10289,5204,3044,0,0.48,98,96.94,^,^,^,^,^,^,^,^,^,^,~,~,0.78,80,88.44,96.43,83.06,70.37,74.92,75,20,17.08,67.42,5055,47.0,17,10,92,10,17,4874
National MSSP 2019,A4671,2022,,7.50,2903,2450,*,423,31,175,435,441,259,233,*,23,493,185,11166,5164,4067,7040941,50.00%,39,83.61,,,,,,,,,,,,,,,85.23,92.86,86.93,80.25,75.71,86.52,11.11,13.41,72.06,8665,61.0,24,*,37,*,24,8227
UT Health San Antonio Regional Physician Network,A4678,2021,,-0.21,3214,2385,93,738,20,531,966,646,290,244,3,40,618,178,13036,5387,5458,0,40.00,51,80.70,,,,,,,,,,,,,,,76.4,95.24,66.88,75.1,76.32,76.94,16.39,12.21,72.02,14744,287.0,*,669,305,669,*,12397
UT Health San Antonio Regional Physician Network,A4678,2022,,-0.21,3214,2385,93,738,20,531,966,646,290,244,3,40,618,178,13036,5387,5458,0,40.00%,51,80.70,,,,,,,,,,,,,,,76.4,95.24,66.88,75.1,76.32,76.94,16.39,12.21,72.02,14744,287.0,*,669,305,669,*,12397
UT Health San Antonio Regional Physician Network,A4678,2020,TX,-2.41,3110,2346,98,656,30,385,334,812,300,255,3,36,541,193,11265,4374,5179,0,0.4,29,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.76,85.15,70.28,96.88,58.73,61.39,70.53,79.21,33.33,13.97,73.11,11971,217.0,188,657,435,657,188,10059
Florence Network LLC,A4681,2020,CA,1.3299999999999998,3613,3227,8,394,7,108,573,384,264,253,0,10,534,204,12652,7384,3528,0,0.39,34,98.66,^,^,^,^,^,^,^,^,^,^,~,~,1.06,81.17,77.36,100,66.5,78.18,71.79,N/A,N/A,15.67,62.13,5219,13.0,29,128,142,128,29,4881
MercyOne ACO V,A4690,2022,,-2.17,2614,2327,*,247,*,452,594,261,241,225,*,14,514,180,11047,5392,3013,-1826814,50.00%,52,91.23,,,,,,,,,,,,,,,90.68,80,88.11,81.25,82.36,84.74,8.33,3.49,83.15,8047,46.0,23,51,24,51,23,7739
MercyOne ACO V,A4690,2021,,-2.17,2614,2327,*,247,*,452,594,261,241,225,*,14,514,180,11047,5392,3013,-1826814,50.00,52,91.23,,,,,,,,,,,,,,,90.68,80,88.11,81.25,82.36,84.74,8.33,3.49,83.15,8047,46.0,23,51,24,51,23,7739
MercyOne ACO V,A4690,2020,"IA, NE, SD",-1.02,2467,2239,74,191,5,389,769,230,237,224,2,11,460,166,8758,3979,2566,0,0.49,59,98.91,^,^,^,^,^,^,^,^,^,^,~,~,1.02,85.2,91.76,96.67,88.51,84.42,80.32,82.31,22.06,6.13,83.78,9455,49.0,37,78,202,78,37,9042
Avera Prairie View ACO,A4692,2020,"SD, IA, NE, MN",-1.87,2721,2538,35,115,47,335,913,188,257,245,1,6,533,139,7038,2816,2331,-7384788,0.73,67,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.9,98.65,81.82,73.91,66.67,81.56,79.18,82.04,13.16,11.78,66.91,39919,586.0,117,89,865,89,117,38276
Avera Prairie View ACO,A4692,2021,,-0.71,2747,2569,29,132,32,295,891,192,232,221,1,7,554,129,7443,2495,2434,0,75.00,58,85.80,,,,,,,,,,,,,,,74.9,81.82,77.44,80.48,79.04,84.88,15.69,7.82,71.1,41517,624.0,134,102,149,102,134,39854
Avera Prairie View ACO,A4692,2022,,-0.71,2747,2569,29,132,32,295,891,192,232,221,1,7,554,129,7443,2495,2434,0,75.00%,58,85.80,,,,,,,,,,,,,,,74.9,81.82,77.44,80.48,79.04,84.88,15.69,7.82,71.1,41517,624.0,134,102,149,102,134,39854
"Freedom Healthcare Alliance, LLC",A4701,2022,,12.10,2036,1613,*,366,47,243,288,424,177,153,*,18,593,117,12286,4887,4606,6998157,50.00%,20,79.48,,,,,,,,,,,,,,,61.69,52.94,77.82,63.18,67.82,83.48,5.36,11.85,69.19,5675,33.0,80,*,*,*,80,4127
"Freedom Healthcare Alliance, LLC",A4701,2020,SC,8.76,2239,1786,40,379,42,176,185,467,205,182,1,17,512,135,11033,5031,4287,6111848,0.48,17,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.81,81.27,66.13,76.47,66.67,53.23,60.53,79.62,6.25,13.38,70.94,7430,31.0,88,12,210,12,88,5684
"Freedom Healthcare Alliance, LLC",A4701,2021,,12.10,2036,1613,*,366,47,243,288,424,177,153,*,18,593,117,12286,4887,4606,6998157,50.00,20,79.48,,,,,,,,,,,,,,,61.69,52.94,77.82,63.18,67.82,83.48,5.36,11.85,69.19,5675,33.0,80,*,*,*,80,4127
"Essential Health Partners ACO, LLC",A4707,2021,,0.27,2955,2573,*,326,40,172,499,474,270,252,*,14,510,204,11180,4662,4896,0,75.00,41,81.06,,,,,,,,,,,,,,,86.85,94.59,80.92,77.06,79.77,92.92,8.11,10.4,86.22,13494,153.0,*,200,143,200,*,11887
"Essential Health Partners ACO, LLC",A4707,2022,,0.27,2955,2573,*,326,40,172,499,474,270,252,*,14,510,204,11180,4662,4896,0,75.00%,41,81.06,,,,,,,,,,,,,,,86.85,94.59,80.92,77.06,79.77,92.92,8.11,10.4,86.22,13494,153.0,*,200,143,200,*,11887
"Essential Health Partners ACO, LLC",A4707,2020,IL,5.57,2826,2470,37,344,7,219,413,402,274,255,1,17,479,210,8892,3504,4470,5818832,0.74,37,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.29,80.39,73.47,76.09,70.09,74.01,70.18,81.84,6.25,18.49,81.37,10621,75.0,43,159,281,159,43,9565
"CALIFORNIA CLINICAL PARTNERS ACO, LLC",A4709,2021,,12.45,3088,2825,58,198,41,314,771,661,218,206,1,8,550,168,12152,5649,5465,32432731,75.00,41,80.34,,,,,,,,,,,,,,,70,84.44,68.76,70.12,76.72,88.16,20,11.27,80.83,19843,213.0,1151,1168,1080,1168,1151,14871
"CALIFORNIA CLINICAL PARTNERS ACO, LLC",A4709,2022,,12.45,3088,2825,58,198,41,314,771,661,218,206,1,8,550,168,12152,5649,5465,32432731,75.00%,41,80.34,,,,,,,,,,,,,,,70,84.44,68.76,70.12,76.72,88.16,20,11.27,80.83,19843,213.0,1151,1168,1080,1168,1151,14871
"CALIFORNIA CLINICAL PARTNERS ACO, LLC",A4709,2020,CA,7.140000000000001,3187,2898,56,196,77,431,1188,685,239,225,1,7,552,184,11030,5903,4516,15379221,0.73,60,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.92,72.83,70.04,73.08,59.02,64.44,70.33,80.83,52.17,19.57,68.95,18131,220.0,1096,1280,1182,1280,1096,13451
"Accountable Care Coalition of Southeast Partners, LLC",A4710,2020,TX,7.75,4019,3044,287,771,33,388,467,781,344,294,9,36,557,239,10134,4153,5011,3685429,0.39,31,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.85,42.23,70.23,76.92,39.75,52.55,60.36,80.25,38.46,22.26,64.88,3924,45.0,103,119,125,119,103,2928
Crozer ACO,A4711,2022,,7.37,2958,2437,*,346,148,338,621,590,245,221,*,16,553,192,9723,3358,5256,7724243,75.00%,52,74.44,,,,,,,,,,,,,,,66.93,63.33,81.35,65.3,75.48,84.34,16.67,17.67,68.4,8723,204.0,136,*,71,*,136,7197
Crozer ACO,A4711,2021,,7.37,2958,2437,*,346,148,338,621,590,245,221,*,16,553,192,9723,3358,5256,7724243,75.00,52,74.44,,,,,,,,,,,,,,,66.93,63.33,81.35,65.3,75.48,84.34,16.67,17.67,68.4,8723,204.0,136,*,71,*,136,7197
Crozer ACO,A4711,2020,"PA, DE",1.4000000000000001,3265,2627,87,466,135,501,785,658,299,264,2,22,561,228,9540,3863,4601,0,0.49,56,97.25,^,^,^,^,^,^,^,^,^,^,~,~,0.83,90.1,36.4,95.83,87.01,68.75,74.6,93.52,7.35,19.01,73.05,10865,194.0,133,40,310,40,133,8984
"Community Care of Brooklyn IPA, Inc.",A4723,2022,,6.84,3759,3446,*,163,162,57,1398,452,272,260,*,*,564,227,13599,4953,7155,10104630,40.00%,48,71.19,,,,,,,,,,,,,,,65.55,68.18,45.11,55.21,55.26,89.29,5.56,16.93,73.39,10237,663.0,*,315,274,315,*,6038
"Community Care of Brooklyn IPA, Inc.",A4723,2020,NY,9.17,3684,3278,59,126,262,104,1259,450,305,286,2,5,588,256,11605,4336,6158,11935652,0.39,48,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.72,77.69,74.58,89.13,42.82,49.8,50.2,90.71,27.78,19.87,72.65,10102,581.0,243,367,744,367,243,5715
"Community Care of Brooklyn IPA, Inc.",A4723,2021,,6.84,3759,3446,*,163,162,57,1398,452,272,260,*,*,564,227,13599,4953,7155,10104630,40.00,48,71.19,,,,,,,,,,,,,,,65.55,68.18,45.11,55.21,55.26,89.29,5.56,16.93,73.39,10237,663.0,*,315,274,315,*,6038
UHA ACO LLC,A4733,2022,,11.06,3235,3002,27,207,46,325,922,841,184,176,1,5,510,147,10338,3300,6166,35899819,50.00%,42,85.50,,,,,,,,,,,,,,,92.77,87.5,92.18,85.4,88.89,87.62,23.33,6.44,72.51,22948,180.0,1878,394,1805,394,1878,17205
UHA ACO LLC,A4733,2021,,11.06,3235,3002,27,207,46,325,922,841,184,176,1,5,510,147,10338,3300,6166,35899819,50.00,42,85.50,,,,,,,,,,,,,,,92.77,87.5,92.18,85.4,88.89,87.62,23.33,6.44,72.51,22948,180.0,1878,394,1805,394,1878,17205
UHA ACO LLC,A4733,2020,CA,9.87,3283,3009,24,252,39,264,792,790,181,172,1,7,435,140,9251,3102,5595,26646208,0.49,34,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.51,83.09,90.68,94.74,79.27,77.1,78.15,84.77,5.97,11.14,65.44,21261,157.0,1574,368,2209,368,1574,16120
GA MSSP,A4737,2020,"GA, SC",5.7700000000000005,2252,1806,67,364,31,194,218,358,215,191,2,19,379,141,10301,5239,4133,7571418,0.5,19,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.81,90.15,76.19,88.24,84.49,81.23,69.97,84.67,7.32,8.1,72.4,15026,58.0,156,47,370,47,156,12322
GA MSSP Enhanced,A4737,2022,,9.88,2441,1975,30,431,30,280,310,373,218,191,1,23,467,147,11893,6036,4229,20602644,75.00%,24,82.33,,,,,,,,,,,,,,,75.33,31.25,91.25,78.95,76.4,89.68,13.33,5.16,80.77,20043,88.0,178,*,202,*,178,16251
GA MSSP Enhanced,A4737,2021,,9.88,2441,1975,30,431,30,280,310,373,218,191,1,23,467,147,11893,6036,4229,20602644,75.00,24,82.33,,,,,,,,,,,,,,,75.33,31.25,91.25,78.95,76.4,89.68,13.33,5.16,80.77,20043,88.0,178,*,202,*,178,16251
NC MSSP 2020,A4742,2020,NC,4.5600000000000005,2343,2134,45,164,19,232,514,500,229,218,1,7,533,157,13193,8015,3354,5160610,0.5,43,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.96,88.05,74.25,96.15,80.53,80.13,83.91,83.45,20,8.6,79.37,12425,80.0,100,73,350,73,100,10185
MS MSSP CHC Enhanced,A4744,2022,,8.70,2195,1804,134,148,133,215,525,720,220,194,4,8,713,152,9444,441,2859,9733194,75.00%,32,82.11,,,,,,,,,,,,,,,53.92,78.85,91.9,62.46,63.23,89.57,21.62,12.13,58.59,11370,118.0,56,43,*,43,56,6119
MS MSSP Community Health Center,A4744,2020,MS,10.69,2223,1889,105,117,133,174,368,815,252,228,3,6,800,182,8541,432,2548,16972748,0.49,26,98.46,^,^,^,^,^,^,^,^,^,^,~,~,1.22,74.22,51.68,93.94,89.82,59.5,61.44,91.6,17.33,16.77,61.94,16504,124.0,93,56,154,56,93,7563
MS MSSP CHC Enhanced,A4744,2021,,8.70,2195,1804,134,148,133,215,525,720,220,194,4,8,713,152,9444,441,2859,9733194,75.00,32,82.11,,,,,,,,,,,,,,,53.92,78.85,91.9,62.46,63.23,89.57,21.62,12.13,58.59,11370,118.0,56,43,*,43,56,6119
"ACMG Health Systems, Inc.",A4749,2022,,9.36,3473,2960,91,374,72,455,925,825,289,260,3,19,728,230,11656,3299,4364,9543289,40.00%,56,70.63,,,,,,,,,,,,,,,60.47,51.72,62.67,51.88,61.54,85.76,21.43,27.92,62.94,7961,267.0,354,1026,217,1026,354,4268
"ACMG Health Systems, Inc.",A4749,2020,"SC, FL, GA, PA",-3.2399999999999998,3703,3088,182,361,157,899,1620,1044,368,329,4,18,673,282,13316,6295,4386,0,0.39,117,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.17,88.85,47.57,94.12,75.27,47.05,63.38,80.53,0,30.31,62.43,4607,34.0,18,331,103,331,18,2495
"ACMG Health Systems, Inc.",A4749,2021,,9.36,3473,2960,91,374,72,455,925,825,289,260,3,19,728,230,11656,3299,4364,9543289,40.00,56,70.63,,,,,,,,,,,,,,,60.47,51.72,62.67,51.88,61.54,85.76,21.43,27.92,62.94,7961,267.0,354,1026,217,1026,354,4268
AL MSSP Jupiter,A4752,2020,AL,-3.08,2012,1751,58,192,20,259,245,571,227,212,1,11,463,155,9967,3496,4399,0,0.4,28,100.0,^,^,^,^,^,^,^,^,^,^,~,~,1.53,90.63,75.09,65.38,79.4,74.53,78.44,85.99,0,9.97,74.92,4738,22.0,11,2,74,2,11,4440
"Cumberland ACO, LLC",A4754,2020,TN,4.91,2669,2267,59,240,123,183,611,577,278,253,2,14,540,187,9214,4111,3515,2714721,0.4,50,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.96,72,63.74,62.79,54.85,70.28,62.08,87.15,3.33,13.06,75.19,5601,30.0,31,8,84,8,31,4148
"CareAllies Accountable Care Collaborative, LLC",A4754,2022,,1.05,2831,2458,52,273,61,460,553,695,288,266,2,15,579,211,11191,5204,3850,0,40.00%,52,82.62,,,,,,,,,,,,,,,74.36,73.33,73.07,74.21,72.02,86.65,12.9,10.5,75.43,8536,60.0,60,*,41,*,60,7187
"CareAllies Accountable Care Collaborative, LLC",A4754,2021,,1.05,2831,2458,52,273,61,460,553,695,288,266,2,15,579,211,11191,5204,3850,0,40.00,52,82.62,,,,,,,,,,,,,,,74.36,73.33,73.07,74.21,72.02,86.65,12.9,10.5,75.43,8536,60.0,60,*,41,*,60,7187
TX AZ AR CO UT MSSP,A4756,2020,NJ,3.61,2752,2467,45,229,40,125,586,391,215,202,1,9,380,169,11323,4560,5835,2396896,0.4,41,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.89,60.44,56.31,63.64,53.25,70.66,62.66,75.92,0,16.83,67.33,6620,34.0,69,42,266,42,69,5944
TX AZ AR CO UT MSSP,A4756,2021,,7.62,2242,1888,28,330,16,308,416,324,185,165,1,17,454,123,10198,4713,3632,24071000,75.00,30,88.09,,,,,,,,,,,,,,,77.27,76.92,80.27,80.46,81.85,88.03,8.33,7.69,79.66,31560,211.0,203,275,343,275,203,29274
TX AZ AR CO UT MSSP,A4756,2022,,7.62,2242,1888,28,330,16,308,416,324,185,165,1,17,454,123,10198,4713,3632,24071000,75.00%,30,88.09,,,,,,,,,,,,,,,77.27,76.92,80.27,80.46,81.85,88.03,8.33,7.69,79.66,31560,211.0,203,275,343,275,203,29274
AR MSSP Community Health Center Enhanced,A4757,2022,,8.24,2769,2133,66,470,104,185,395,532,264,223,2,27,731,158,9755,389,2820,9196162,75.00%,32,82.89,,,,,,,,,,,,,,,59.48,86.54,86.17,66.67,71.56,81.13,16.5,15.67,74.68,10925,111.0,60,259,47,259,60,8722
AR MSSP Community Health Center Enhanced,A4757,2021,,8.24,2769,2133,66,470,104,185,395,532,264,223,2,27,731,158,9755,389,2820,9196162,75.00,32,82.89,,,,,,,,,,,,,,,59.48,86.54,86.17,66.67,71.56,81.13,16.5,15.67,74.68,10925,111.0,60,259,47,259,60,8722
AR MSSP Community Health Center,A4757,2020,AR,6.529999999999999,2595,2073,98,347,96,76,237,481,270,236,3,19,703,162,9087,414,2589,4126500,0.39,21,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.04,66.87,61.03,86.44,85.48,64.6,65.73,80.97,16.05,14.02,67.82,6881,52.0,13,32,65,32,13,4935
"Five Star ACO, LLC",A4764,2020,"SC, FL",2.55,2277,2045,23,192,27,179,283,461,230,216,1,10,470,161,14408,8081,4635,0,0.4,25,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.73,88.51,71.84,43.48,80.36,78.34,69.07,81.3,3.28,14.81,75.76,11060,43.0,136,78,302,78,136,8319
"Five Star ACO, LLC",A4764,2022,,5.67,3250,2574,149,496,82,343,510,679,329,285,5,27,859,257,13750,6032,5112,4453283,50.00%,38,80.14,,,,,,,,,,,,,,,70,91.49,77.37,70.55,67.43,83.14,3.33,13.24,75.15,6251,58.0,131,*,93,*,131,5085
"Five Star ACO, LLC",A4764,2021,,5.67,3250,2574,149,496,82,343,510,679,329,285,5,27,859,257,13750,6032,5112,4453283,50.00,38,80.14,,,,,,,,,,,,,,,70,91.49,77.37,70.55,67.43,83.14,3.33,13.24,75.15,6251,58.0,131,*,93,*,131,5085
"LTC Providers ACO, Inc.",A4765,2020,TX,0.97,3008,2111,103,797,40,756,585,1004,276,230,4,39,482,182,9884,3554,4271,0,0.39,44,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.81,100,80.43,100,66.08,81.14,87.58,77.29,8,14.68,70.21,5646,28.0,67,185,169,185,67,5024
"Banner Network Colorado, LLC",A4768,2020,CO,10.33,2223,1933,27,271,12,327,598,359,193,179,1,11,511,132,7559,2654,2858,6262568,0.5,44,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.58,95,91.43,88.89,84.9,84.57,78.34,78.51,7.95,8.49,71.38,6165,126.0,18,82,201,82,18,5842
"Banner Network Colorado, LLC",A4768,2021,,12.03,2032,1759,*,268,23,116,416,310,170,155,*,12,578,120,7994,3051,3014,7342070,50.00,30,91.23,,,,,,,,,,,,,,,91.71,100,93.64,85.02,82.4,77.3,11.59,3.83,80.32,6268,141.0,23,77,63,77,23,5915
"Banner Network Colorado, LLC",A4768,2022,,12.03,2032,1759,*,268,23,116,416,310,170,155,*,12,578,120,7994,3051,3014,7342070,50.00%,30,91.23,,,,,,,,,,,,,,,91.71,100,93.64,85.02,82.4,77.3,11.59,3.83,80.32,6268,141.0,23,77,63,77,23,5915
Emory Healthcare Network Advantage,A4771,2020,GA,3.83,2816,2588,60,157,46,467,448,481,269,255,1,7,534,209,9254,2853,4598,17296222,0.4,34,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.82,93.68,77.54,81.25,78.04,66.01,60.89,86.5,0,16.06,68.75,41129,700.0,857,283,1616,283,857,28516
Emory Healthcare Network Advantage,A4771,2021,,1.64,2797,2516,63,212,39,505,500,481,262,246,1,10,556,207,10616,3075,5299,0,40.00,37,76.10,,,,,,,,,,,,,,,79.86,66.67,72.47,70.24,66.94,86.38,0,9.6,72.32,36807,749.0,912,251,639,251,912,25805
